#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primate" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primate" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primate">
#                <taxonset id="TaxonSet.coding" spec="beast.evolution.alignment.TaxonSet">
#                    <alignment filter="2-457,660-896" id="coding" spec="beast.evolution.alignment.FilteredAlignment">
#                    </alignment>
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primate" name="distribution" x="@birthRate.t:primate">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@coding" id="treeLikelihood.coding" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <siteModel id="SiteModel.s:primate" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primate" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primate" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primate" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:primate" spec="beast.evolution.substitutionmodel.TN93">
#                    <parameter id="rateAG.s:primate" lower="0.0" name="kappa1">2.0</parameter>
#                    <parameter id="rateCT.s:primate" lower="0.0" name="kappa2">2.0</parameter>
#                    <frequencies id="estimatedFreqs.s:primate" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:primate" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primate" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primate" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:primate" id="treeLikelihood.noncoding" siteModel="@SiteModel.s:primate" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:primate">
#            <data data="@primate-mtDNA" filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.coding	treeLikelihood.noncoding	TreeHeight	YuleModel	birthRate	rateAG	rateCT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
245000	-5992.085975412958	-6002.0234091531465	9.93743374018868	-4960.449929838082	-1041.5734793150643	0.28551472998516964	9.93743374018868	7.763536880255979	4.583197583718908	4.705711905907137	0.3076352456703158	0.2809454684007741	0.12318471139530811	0.28823457453360224	
250000	-5983.160267411734	-5993.465874097946	10.30560668621151	-4970.143612561888	-1023.3222615360575	0.24744013190621436	10.30560668621151	9.74186904583649	3.6832134984993656	6.178080724377599	0.31079826475302147	0.2809454684007741	0.12002169231260243	0.28823457453360224	
255000	-5984.990018922197	-5995.302705791726	10.312686869528962	-4968.968620599202	-1026.334085192524	0.24342950637982075	10.312686869528962	8.787569992842947	4.239934570532701	6.178080724377599	0.31079826475302147	0.2809454684007741	0.12002169231260243	0.28823457453360224	
260000	-5985.460032157524	-5995.181455387238	9.72142322971342	-4957.545567442394	-1037.6358879448442	0.2611586277764033	9.72142322971342	8.868573454888871	3.856203486392741	5.475854630467362	0.31079826475302147	0.28999003278470825	0.12002169231260243	0.27919001014966804	
265000	-5984.1537927768895	-5993.697460364323	9.54366758743335	-4956.2313331790065	-1037.466127185316	0.25943224531782283	9.54366758743335	9.920354316778871	3.8095574234681804	5.475854630467362	0.3237892089618147	0.28999003278470825	0.10703074810380922	0.27919001014966804	
270000	-5980.138071252466	-5990.123771311487	9.985700059020857	-4957.98544703269	-1032.1383242787972	0.2451852973662608	9.985700059020857	5.036000674536377	3.9883996141907314	5.475854630467362	0.3237892089618147	0.28999003278470825	0.10703074810380922	0.27919001014966804	
275000	-5981.915857218499	-5992.04576783782	10.129910619321095	-4958.500004603673	-1033.5457632341465	0.25404376855461963	10.129910619321095	7.422454633455242	4.216176465439682	5.900124330310129	0.3237892089618147	0.28999003278470825	0.11846770529861825	0.267753052954859	
280000	-5979.730516798728	-5989.6574172342425	9.926900435514254	-4960.798686261628	-1028.8587309726147	0.24564136802814193	9.926900435514254	5.052893804326315	4.218566802438797	5.900124330310129	0.3237892089618147	0.2813181303907586	0.1271396076925679	0.267753052954859	
285000	-5981.239181900504	-5991.8698985303945	10.63071662989049	-4963.000467675965	-1028.8694308544286	0.24371261806150038	10.63071662989049	5.9965628148917	4.218566802438797	5.443835731243731	0.3196331798822683	0.2813181303907586	0.1271396076925679	0.2719090820344054	
290000	-5981.679983362295	-5992.336710685513	10.656727323218036	-4960.099097251763	-1032.2376134337505	0.2407851937845796	10.656727323218036	8.578837836361375	4.8034379563259755	5.134063207829874	0.3196331798822683	0.3012568608520222	0.10720087723130434	0.2719090820344054	
295000	-5983.171072967767	-5993.601218168837	10.430145201069113	-4967.105024670919	-1026.4961934979174	0.23320804855673646	10.430145201069113	10.931474643052503	4.581081533632541	5.093234359287614	0.32753544854367544	0.27830016412576364	0.09729781080726008	0.29686657652330106	
300000	-5981.7117742040555	-5992.430800871746	10.719026667690965	-4961.757831808172	-1030.672969063574	0.2366263942602661	10.719026667690965	9.362614211751243	4.671681347136436	4.964421378912701	0.33981050766246296	0.27830016412576364	0.09729781080726008	0.28459151740451355	
305000	-5989.7358843284965	-6000.148258662951	10.412374334454768	-4973.624678130023	-1026.5235805329273	0.2408946000388571	10.412374334454768	5.776359097697721	3.124515848759007	5.467118888480954	0.3061765020590674	0.27830016412576364	0.13093181641065565	0.28459151740451355	
310000	-5985.9111145964325	-5995.817686276709	9.906571680276054	-4959.5243440023	-1036.2933422744086	0.2585522161746847	9.906571680276054	5.38542932422484	3.652610917235516	5.467118888480954	0.32587474422193463	0.2806159505882416	0.13093181641065565	0.2625774887791683	
315000	-5981.178373203291	-5991.4134044405855	10.235031237294745	-4969.723563467202	-1021.6898409733831	0.24193621936380913	10.235031237294745	10.906650082524402	3.678225989396343	5.70139449805902	0.32587474422193463	0.2707396982697724	0.13093181641065565	0.27245374109763754	
320000	-5986.43552398943	-5996.142552362677	9.707028373246452	-4961.168570218571	-1034.9739821441058	0.24749071167606052	9.707028373246452	9.373926101108829	3.322362876311784	5.104297323642089	0.32587474422193463	0.2707396982697724	0.13393654868790328	0.2694490088203899	
325000	-5987.62012873398	-5997.8614112918485	10.24128255786895	-4965.358952557164	-1032.5024587346843	0.26884822588236884	10.24128255786895	6.913319931953155	3.322362876311784	5.173921288718624	0.32587474422193463	0.2707396982697724	0.1266435609790027	0.2767419965292905	
330000	-5980.880753723157	-5991.069030275199	10.188276552042444	-4959.408506864598	-1031.6605234106005	0.2497603868445187	10.188276552042444	8.708951451333695	4.114957450913104	5.143105085574326	0.3324286984584859	0.2707396982697724	0.11184617469615685	0.2849854285755851	
335000	-5980.155412215853	-5990.710655032734	10.555242816881186	-4962.441178340064	-1028.2694766926709	0.26083467500359137	10.555242816881186	7.301669672197984	5.07390186257731	5.9826285504452725	0.3324286984584859	0.2707396982697724	0.11184617469615685	0.2849854285755851	
340000	-5987.164768792927	-5996.012434061893	8.847665268965827	-4964.78033549181	-1031.232098570083	0.2516619417299224	8.847665268965827	11.769648885111586	5.07390186257731	6.352490203925747	0.3324286984584859	0.2707396982697724	0.11184617469615685	0.2849854285755851	
345000	-5981.576834622844	-5990.455555613383	8.87872099053872	-4962.108401569605	-1028.3471540437774	0.2575351044099671	8.87872099053872	3.9245862406573657	4.241141045909493	6.352490203925747	0.330463632978314	0.2707396982697724	0.11184617469615685	0.286950494055757	
350000	-5983.191441944941	-5993.262991920243	10.071549975301627	-4966.33216375628	-1026.9308281639624	0.2363592130753675	10.071549975301627	9.491244889762438	4.6180854950598835	6.352490203925747	0.3421873933467287	0.26853611126529264	0.11184617469615685	0.27743032069182205	
355000	-5981.742626558631	-5991.723390431518	9.980763872886815	-4962.408692731731	-1029.3146976997868	0.2626100903099732	9.980763872886815	5.468282694258431	4.878183726075983	6.584780005405487	0.3330297940071431	0.2705834711871361	0.11184617469615685	0.2845405601095642	
360000	-5988.177294115128	-5998.008046071902	9.830751956774165	-4972.214514681562	-1025.7935313903404	0.24518128405704082	9.830751956774165	11.376910767394529	4.878183726075983	6.7751104192247595	0.35138571374920796	0.2706015512440356	0.11182809463925733	0.26618464036749934	
365000	-5981.215529563993	-5992.083510995352	10.86798143135886	-4966.272287832406	-1025.8112231629468	0.23655940875073805	10.86798143135886	5.903116261924379	3.682871986837601	5.843604698335261	0.35138571374920796	0.27930530880236226	0.11182809463925733	0.2574808828091727	
370000	-5983.008613935556	-5992.894884858909	9.886270923352672	-4957.349688680926	-1035.545196177983	0.2596405698845049	9.886270923352672	5.563051076134838	4.035715759099419	5.15003532972137	0.32032007492834497	0.27930530880236226	0.11182809463925733	0.2885465216300357	
375000	-5983.0157280138255	-5991.476976534571	8.461248520745423	-4963.479379711615	-1027.9975968229555	0.24065518140224387	8.461248520745423	12.962488162093297	3.8684864671367793	5.15003532972137	0.32032007492834497	0.26937506678576445	0.12175833665585512	0.2885465216300357	
380000	-5979.779294519896	-5990.097657812339	10.318363292443237	-4960.661488910852	-1029.436168901487	0.25539649957628824	10.318363292443237	6.551251748069415	3.850629953340644	5.4744371972892205	0.32032007492834497	0.26937506678576445	0.12175833665585512	0.2885465216300357	
385000	-5988.146473861289	-5998.187295114731	10.04082125344129	-4968.890445111209	-1029.296850003521	0.2602949870826005	10.04082125344129	5.261764251405571	5.478988355767257	5.676118198984307	0.3245974955297081	0.2675661015458586	0.12175833665585512	0.2860780662685784	
390000	-5988.019466480465	-5998.184354240384	10.164887759918749	-4966.708145216068	-1031.476209024316	0.24093260418243526	10.164887759918749	9.453015533585969	4.822352729680807	5.9304527953879225	0.3245974955297081	0.2965516079419482	0.09650434454785996	0.282346551980484	
395000	-5985.583602618657	-5996.237398773668	10.65379615501088	-4967.218943129692	-1029.0184556439767	0.24627386815185653	10.65379615501088	6.828430403662068	3.7794246451713516	5.9304527953879225	0.32874433383101503	0.29240476964064127	0.11615773759897753	0.2626931589293664	
400000	-5981.120314549772	-5991.450785675827	10.330471126054908	-4959.675291043704	-1031.775494632123	0.24477340856997942	10.330471126054908	8.583474554148196	4.625887696481366	5.9304527953879225	0.331427750094513	0.29240476964064127	0.11615773759897753	0.26000974266586846	
405000	-5982.074194088551	-5992.250699610321	10.176505521770121	-4958.8345321837905	-1033.4161674265306	0.24736790457952118	10.176505521770121	5.200919132890484	4.787715403064246	5.536720350112945	0.331427750094513	0.29240476964064127	0.09430916479571942	0.28185831546912654	
410000	-5982.960570585589	-5993.5244455645325	10.563874978943053	-4961.366052059647	-1032.1583935048855	0.2685037071769996	10.563874978943053	7.032325393865937	3.707941955080876	5.009726316121893	0.3216127763162289	0.2769161734489545	0.11961273476569025	0.28185831546912654	
415000	-5981.5977184097665	-5992.424031480935	10.826313071168002	-4966.858183323534	-1025.565848157401	0.23202937074788285	10.826313071168002	8.86277227978628	3.707941955080876	5.351916729046016	0.3216127763162289	0.2769161734489545	0.11961273476569025	0.28185831546912654	
420000	-5984.858053713428	-5995.108983953948	10.250930240520702	-4959.899442802645	-1035.2095411513026	0.24486739436717853	10.250930240520702	9.958746264688719	3.707941955080876	4.45086903704997	0.3216127763162289	0.29123774607346814	0.1052911621411766	0.28185831546912654	
425000	-5982.798836746557	-5993.054834900546	10.255998153989008	-4955.446610540387	-1037.6082243601581	0.26280490890167496	10.255998153989008	6.812489997064302	3.707941955080876	4.578892704722868	0.30607421058552653	0.29523429117090033	0.11683318277444678	0.28185831546912654	
430000	-5981.819422874568	-5991.2070138527315	9.387590978163857	-4957.2949538591665	-1033.912059993565	0.24781718622950685	9.387590978163857	10.19166316436602	4.362624387762361	5.790732792140092	0.31646703472728716	0.29523429117090033	0.10644035863268615	0.28185831546912654	
435000	-5980.267174711447	-5990.951968311087	10.684793599639761	-4962.423648174606	-1028.5283201364812	0.23991306500319123	10.684793599639761	6.270837287555288	5.189046405442003	5.790732792140092	0.316905048815114	0.2861413991213006	0.10644035863268615	0.29051319343089943	
440000	-5983.175647317664	-5993.5779588940195	10.40231157635543	-4960.228371146011	-1033.3495877480084	0.25731356945030903	10.40231157635543	8.108976622684796	4.034408519189925	5.790732792140092	0.342603853023637	0.2886829271441103	0.11360228987428178	0.2551109299579711	
445000	-5984.490669961427	-5991.776306127805	7.285636166378152	-4954.771240924497	-1037.005065203308	0.26287713292857645	7.285636166378152	13.403535099915565	4.034408519189925	5.667918587160432	0.34371476698395337	0.28757201318379394	0.11360228987428178	0.2551109299579711	
450000	-5991.1372730222365	-6000.673357467774	9.536084445536861	-4958.299950577264	-1042.3734068905094	0.25933081335080266	9.536084445536861	4.965049540351548	3.9837286183471194	5.2694094788427375	0.34371476698395337	0.28757201318379394	0.11360228987428178	0.2551109299579711	
455000	-5983.661518244013	-5992.003311066948	8.341792822935414	-4960.529436542299	-1031.4738745246498	0.25483148221033336	8.341792822935414	12.297417295493464	3.9762500685214404	6.022881186746492	0.3246611246090873	0.28757201318379394	0.11360228987428178	0.27416457233283714	
460000	-5981.633371354081	-5992.115459661985	10.48208830790424	-4964.219508930775	-1027.8959507312097	0.24256298859750516	10.48208830790424	5.103206682513134	4.555728650031707	5.297449401005336	0.3246611246090873	0.28757201318379394	0.11360228987428178	0.27416457233283714	
465000	-5981.213640702248	-5990.674872735292	9.461232033044327	-4966.0422105542975	-1024.6326621809949	0.2483046659866718	9.461232033044327	4.281450155262979	4.151619269166203	5.89978442571576	0.3354278882918408	0.2709611857617932	0.11360228987428178	0.2800086360720845	
470000	-5981.396410708704	-5991.893035495944	10.4966247872396	-4963.595679523787	-1028.2973559721568	0.24328960816042317	10.4966247872396	5.904121898086779	4.307241650373242	5.89978442571576	0.317556162863395	0.28883291119023896	0.11360228987428178	0.2800086360720845	
475000	-5983.101606926748	-5992.328594357434	9.226987430686084	-4960.194673826896	-1032.1339205305371	0.2614414482332567	9.226987430686084	4.210215120251664	4.575178263182803	5.89978442571576	0.317556162863395	0.28883291119023896	0.11360228987428178	0.2800086360720845	
480000	-5982.495972083732	-5991.893001432759	9.397029349026532	-4961.31380407627	-1030.5791973564894	0.2601429886343491	9.397029349026532	10.437296714190213	4.949774250916018	6.311574486250629	0.317556162863395	0.28883291119023896	0.10571825662876638	0.2878926693175999	
485000	-5984.800284172498	-5995.238548766069	10.438264593570562	-4966.120878363635	-1029.1176704024338	0.24095046305215498	10.438264593570562	7.287569305619466	3.9553216203706545	6.311574486250629	0.3334541917413394	0.27293488231229457	0.10571825662876638	0.2878926693175999	
490000	-5981.935729737974	-5992.648861465577	10.713131727603539	-4963.395168968803	-1029.2536924967742	0.2433150594045211	10.713131727603539	8.021519706549595	3.7509835433802086	5.27249711058027	0.3334541917413394	0.27293488231229457	0.10571825662876638	0.2878926693175999	
495000	-5981.401929589028	-5992.284633101406	10.882703512377786	-4967.000552137998	-1025.284080963408	0.2335754389695391	10.882703512377786	9.39142533520644	3.6132548305185477	5.27249711058027	0.3334541917413394	0.27293488231229457	0.12221676867622745	0.2713941572701388	
500000	-5981.3220087019445	-5991.6095049646	10.287496262655726	-4965.207672095984	-1026.401832868616	0.24626710448014563	10.287496262655726	10.374707537406856	4.020024456488415	5.456938172483432	0.3326773056783506	0.27352486631403067	0.11661387430127701	0.27718395370634197	
505000	-5980.994553723122	-5992.210052293109	11.215498569986643	-4968.802298999347	-1023.4077532937622	0.23740334181216008	11.215498569986643	7.71464115840534	4.020024456488415	5.456938172483432	0.3326773056783506	0.27352486631403067	0.10923887915598686	0.28455894885163213	
510000	-5979.535613969761	-5989.820011073385	10.284397103624784	-4959.680643579942	-1030.1393674934436	0.26416878000003396	10.284397103624784	8.250786571550085	4.020024456488415	5.376167274180194	0.3268149244013727	0.27249530732033994	0.10923887915598686	0.2914508891223007	
515000	-5983.899794549576	-5993.838791223721	9.938996674145397	-4955.101897449807	-1038.7368937739136	0.2790971951055007	9.938996674145397	7.093618205166023	3.67103837411007	5.2237541560905125	0.3268149244013727	0.2800199132875889	0.10923887915598686	0.28392628315505175	
520000	-5985.3388382472995	-5996.36516752234	11.026329275040169	-4973.66793063447	-1022.6972368878695	0.2216603687983422	11.026329275040169	10.188649048789062	3.67103837411007	5.286424355596733	0.3268149244013727	0.2800199132875889	0.10923887915598686	0.28392628315505175	
525000	-5981.680436452385	-5992.58583421946	10.905397767074584	-4967.214145198581	-1025.371689020879	0.23598901088768517	10.905397767074584	6.061608593302114	4.495703726737657	5.286424355596733	0.3268149244013727	0.2800199132875889	0.10923887915598686	0.28392628315505175	
530000	-5984.3603732657	-5995.912834497495	11.552461231794808	-4975.345844575906	-1020.5669899215894	0.2187433003892445	11.552461231794808	10.027131442547715	4.528074236802428	5.3679235738908035	0.3268149244013727	0.28618948107829734	0.10306931136527842	0.28392628315505175	
535000	-5982.719177302539	-5993.224290352596	10.505113050056867	-4958.6221667817135	-1034.6021235708822	0.25881883222228846	10.505113050056867	7.544388576113757	5.0081180749314615	5.3679235738908035	0.3268149244013727	0.28618948107829734	0.10306931136527842	0.28392628315505175	
540000	-5980.142940976171	-5990.09581701095	9.952876034778775	-4957.452409444296	-1032.6434075666539	0.24936120296124004	9.952876034778775	9.689991563541438	4.458622227583756	5.3679235738908035	0.3268149244013727	0.28618948107829734	0.10306931136527842	0.28392628315505175	
545000	-5979.867060034195	-5990.639313985601	10.772253951405924	-4959.40677318839	-1031.2325407972112	0.24402829613217794	10.772253951405924	6.476696498550504	4.458622227583756	5.3679235738908035	0.3269585857296457	0.289807086899315	0.09930804421598777	0.28392628315505175	
550000	-5982.814808603025	-5992.230598635225	9.415790032199979	-4954.465144807953	-1037.7654538272718	0.2667817642546495	9.415790032199979	10.097640698254127	3.996800668964245	5.269775891321478	0.3269585857296457	0.29255313979475744	0.11251518455202009	0.267973089923577	
555000	-5984.092180901249	-5993.931405200527	9.839224299277424	-4952.366189897482	-1041.5652153030446	0.2573617045599875	9.839224299277424	6.43464317203156	4.264238538856623	5.495671597874221	0.3269585857296457	0.29255313979475744	0.11251518455202009	0.267973089923577	
560000	-5983.756735762659	-5995.288659443246	11.531923680586571	-4973.639175901974	-1021.6494835412711	0.22940292794387346	11.531923680586571	7.062253038029365	4.264238538856623	5.150197359320489	0.3269585857296457	0.2694703862303778	0.11332396912680104	0.2902470589131757	
565000	-5981.4141876331605	-5992.332160677349	10.917973044188578	-4964.405550083957	-1027.926610593392	0.23585118541939462	10.917973044188578	7.7543286742574145	4.04824832077889	5.056106820016216	0.3269585857296457	0.2694703862303778	0.11332396912680104	0.2902470589131757	
570000	-5989.977869983548	-5999.263797849067	9.285927865518856	-4960.433776081749	-1038.8300217673175	0.28723541014741844	9.285927865518856	5.13183987038919	4.697783448592146	7.002146025851407	0.3269585857296457	0.29431449700329143	0.10975210084480409	0.26897481642225896	
575000	-5985.032786674798	-5994.167860015418	9.135073340619462	-4965.527191088255	-1028.6406689271632	0.23939830899028836	9.135073340619462	12.33033903425999	3.7153758501096656	5.453328654067747	0.3320941824323337	0.2921481997062047	0.10678280143920281	0.26897481642225896	
580000	-5981.514554906282	-5991.036346815956	9.521791909673892	-4953.493001063823	-1037.5433457521333	0.26905144397810976	9.521791909673892	9.468557319112398	3.8069811316130377	5.453328654067747	0.3320941824323337	0.2921481997062047	0.10678280143920281	0.26897481642225896	
585000	-5979.49919872824	-5989.8829108248565	10.38371209661634	-4963.223355027469	-1026.6595557973876	0.23790830662970322	10.38371209661634	10.528586590774314	3.6841911552527287	5.055890309668383	0.3357679396835151	0.2781042071037938	0.11490962998239718	0.27121822323029404	
590000	-5980.201412999919	-5990.934342034387	10.732929034467437	-4966.075570141857	-1024.8587718925296	0.2530742427182383	10.732929034467437	8.287424809861946	4.011271783560552	5.709739241998357	0.32170905184639337	0.2781042071037938	0.11490962998239718	0.28527711106741577	
595000	-5986.534668586172	-5996.460783322693	9.926114736520546	-4964.342596604709	-1032.1181867179844	0.26852116066278797	9.926114736520546	5.771395342013776	4.224493351148677	6.094433873995193	0.32170905184639337	0.2781042071037938	0.12081900473234204	0.2793677363174709	
600000	-5982.604913132916	-5993.031323412079	10.42641027916257	-4964.507900043984	-1028.5234233680944	0.2416625605885447	10.42641027916257	8.79183695807545	3.9725138413521917	5.7314028470236575	0.32170905184639337	0.2823362855857409	0.11832651670145405	0.2776281458664118	
605000	-5982.617136522164	-5989.047375020334	6.4302384981695955	-4960.280030481152	-1028.7673445391817	0.24991359044859016	6.4302384981695955	15.413732312965513	3.6415136851738596	5.557820152179237	0.32170905184639337	0.2823362855857409	0.11832651670145405	0.2776281458664118	
610000	-5981.381371488798	-5991.663931320368	10.282559831569401	-4957.3019486430185	-1034.361982677349	0.25878269468916876	10.282559831569401	7.303684284649258	3.642411530553383	5.399720137568521	0.32170905184639337	0.2823362855857409	0.11832651670145405	0.2776281458664118	
615000	-5982.816269936007	-5992.881111649996	10.064841713988539	-4957.944940796494	-1034.9361708535016	0.254108654617795	10.064841713988539	7.403353498162654	4.190494019112228	5.3928663809488775	0.3290403494744256	0.26969099470735663	0.11763827470070987	0.28363038111750805	
620000	-5985.178712011396	-5996.306998849945	11.128286838548995	-4973.664176063375	-1022.6428227865698	0.22806251363119795	11.128286838548995	6.152614396960301	3.306370050428977	5.494773946384637	0.3141299891342758	0.28205900025237923	0.12332233996231312	0.280488670651032	
625000	-5984.849780452598	-5996.127909983219	11.278129530620864	-4970.8009251726035	-1025.3269848106156	0.2359848368717641	11.278129530620864	7.45227706692933	3.5046687392801044	4.756642055475988	0.3147852439565837	0.28205900025237923	0.12266708514000524	0.280488670651032	
630000	-5982.495597828508	-5993.592378952593	11.096781124085718	-4969.158110444593	-1024.4342685079998	0.24512197761041796	11.096781124085718	6.341168870191633	4.489010864578732	5.850789320575047	0.31800331666214693	0.2860711633056098	0.1195019571684423	0.27642356286380115	
635000	-5984.02532144713	-5994.0633118368405	10.037990389709798	-4965.880520877208	-1028.1827909596318	0.23458178957382816	10.037990389709798	10.28689782402922	4.156592952178521	5.083022074135228	0.31800331666214693	0.2860711633056098	0.1195019571684423	0.27642356286380115	
640000	-5983.519515571013	-5993.823039658568	10.303524087555274	-4965.2369930212635	-1028.5860466373038	0.2475106666974739	10.303524087555274	8.815608227547468	3.3830798152647947	5.286011415180045	0.32168276391654277	0.2777226013423233	0.11614531545699697	0.28444931928413714	
645000	-5984.931790401691	-5994.804687295789	9.872896894098588	-4956.078992769102	-1038.7256945266872	0.2700466211407996	9.872896894098588	7.016375251103646	4.325154627871087	5.286011415180045	0.33614750190168763	0.27721428815832433	0.11614531545699697	0.27049289448299124	
650000	-5981.88826121192	-5992.423343781164	10.535082569243741	-4960.322354823301	-1032.1009889578625	0.25889891120111974	10.535082569243741	6.454322111232002	4.4444211220389205	5.286011415180045	0.32759907483565204	0.27721428815832433	0.11480165184459877	0.280384985161425	
655000	-5988.110023045403	-5991.924419358191	3.814396312787551	-4962.560356864927	-1029.364062493264	0.2544475472240623	3.814396312787551	18.311397878082996	3.8369057688492223	5.660537952397198	0.32026888971957035	0.2801748877125186	0.11816703242408902	0.2813891901438222	
660000	-5986.208133511636	-5997.290102410477	11.081968898840032	-4974.431561839283	-1022.8585405711938	0.23727552880504174	11.081968898840032	7.40563530289164	4.801247853095063	5.592282585398666	0.32343750675293503	0.2770062706791539	0.11816703242408902	0.2813891901438222	
665000	-5983.72156341714	-5994.104232924676	10.38266950753544	-4965.50538233032	-1028.598850594356	0.23690107515824654	10.38266950753544	5.304696323850014	4.801247853095063	6.137895711094464	0.3279694614186489	0.29647650361183425	0.11363507775837516	0.26191895721114183	
670000	-5979.032820719228	-5989.464728138196	10.431907418967592	-4960.35220599553	-1029.1125221426655	0.25705235868341136	10.431907418967592	8.108888497185337	4.801247853095063	6.137895711094464	0.3279694614186489	0.27756422883427145	0.11363507775837516	0.28083123198870463	
675000	-5978.632948486806	-5988.941757061295	10.308808574489236	-4960.8854072235	-1028.056349837795	0.24867162172387736	10.308808574489236	5.751331183991515	4.801247853095063	6.078722654490554	0.32041682077658096	0.27756422883427145	0.11136145641432642	0.2906574939748213	
680000	-5984.633777150086	-5995.241897574375	10.608120424289446	-4967.163703545776	-1028.0781940285985	0.2446893350413493	10.608120424289446	7.9022793200593	5.286614387890887	6.0278047848332434	0.32041682077658096	0.27756422883427145	0.11136145641432642	0.2906574939748213	
685000	-5981.214240476447	-5991.644742602977	10.430502126529952	-4964.525852860981	-1027.1188897419966	0.2525560612812341	10.430502126529952	9.02517665890697	4.476604439971589	6.0278047848332434	0.3201202211604275	0.2778608284504249	0.11136145641432642	0.2906574939748213	
690000	-5980.2233387162505	-5991.100341552705	10.877002836454615	-4966.228859442145	-1024.871482110559	0.23964453096814883	10.877002836454615	8.395603758334584	4.463101323098708	6.0278047848332434	0.3364325424016465	0.2688777145115724	0.11021141311001553	0.28447832997676575	
695000	-5986.681068876056	-5996.782000331775	10.100931455718213	-4963.3658927932765	-1033.4161075384984	0.24429199590688355	10.100931455718213	7.912701919773388	3.5911006386770414	5.655372318576474	0.3364325424016465	0.2688777145115724	0.11021141311001553	0.28447832997676575	
700000	-5983.280011763949	-5993.70314376329	10.42313199934122	-4963.678417872843	-1030.0247258904471	0.256130078610972	10.42313199934122	6.0171767677372285	4.849331835635544	5.655372318576474	0.3364325424016465	0.2688777145115724	0.11021141311001553	0.28447832997676575	
705000	-5981.860200993561	-5991.929284381837	10.069083388275434	-4955.684305811687	-1036.2449785701494	0.26656231258804697	10.069083388275434	6.864482631678985	4.849331835635544	5.803509163617565	0.3364325424016465	0.2752779238048509	0.10381120381673707	0.28447832997676575	
710000	-5981.656419822946	-5992.269968269866	10.613548446919346	-4962.168107883095	-1030.101860386771	0.259442290681342	10.613548446919346	6.928431463928836	4.901995160480028	6.154171087253189	0.3364325424016465	0.2752779238048509	0.10381120381673707	0.28447832997676575	
715000	-5982.030220881427	-5991.938403368929	9.908182487502348	-4960.603870135835	-1031.3345332330946	0.26070339160642547	9.908182487502348	8.634310597506383	4.841871078609511	6.154171087253189	0.3364325424016465	0.2752779238048509	0.11918225184559815	0.2691072819479047	
720000	-5979.875295296237	-5991.058537918593	11.183242622356005	-4964.553159151461	-1026.505378767132	0.2394918412380919	11.183242622356005	6.684879569698904	4.017268060904925	5.193181432471361	0.3364325424016465	0.2752779238048509	0.11918225184559815	0.2691072819479047	
725000	-5982.850223859945	-5993.87700709749	11.026783237544642	-4969.28144476466	-1024.5955623328296	0.23914186136943602	11.026783237544642	8.579004335623438	3.7864377228254478	5.768218401062928	0.33490856927855267	0.2752779238048509	0.11408483248662087	0.2757286744299758	
730000	-5983.634178850971	-5994.289658043354	10.655479192383828	-4961.899023515953	-1032.3906345274015	0.23272853514879807	10.655479192383828	6.9002224673380645	3.7864377228254478	5.639305571711904	0.3370458220431328	0.28492935016404214	0.11408483248662087	0.2639399953062044	
735000	-5990.575217160359	-5996.367091701247	5.7918745408875925	-4959.802868939847	-1036.5642227614	0.2586075207704099	5.7918745408875925	2.375791445989955	4.196374873633537	5.028343403990094	0.3370458220431328	0.28492935016404214	0.11408483248662087	0.2639399953062044	
740000	-5982.704761783789	-5993.754277719935	11.049515936145793	-4970.96218559468	-1022.7920921252553	0.23875600092791996	11.049515936145793	6.06408201026598	3.2100308182695514	5.371530527582998	0.34350625953576613	0.27313193801719043	0.12229562352411112	0.2610661789229325	
